edad,monto_credito,antiguedad_laboral_meses,correo_dominio_gratuito,telefono_verificado,reputacion_negocio,ingresos_declarados,ingresos_declarados_reportados_bis,monto_credito_normalizado,region_operativa_constante,target
49,4028.0,2.0,1,1,0.524,4323.0,4173.0,2.675,1,0
38,6866.0,22.0,1,0,0.442,17957.0,17770.0,4.532,2,1
34,6838.0,28.0,1,1,0.764,11101.0,11124.0,4.214,1,0
43,3720.0,75.0,1,1,0.786,12735.0,12882.0,2.475,1,0
31,4708.0,13.0,1,1,0.748,7932.0,7687.0,2.994,1,0
53,2453.0,124.0,0,1,0.806,5718.0,5681.0,1.679,1,0
44,11599.0,2.0,0,1,0.715,4162.0,3963.0,7.87,1,0
29,5387.0,31.0,1,0,0.571,5940.0,6045.0,3.523,1,1
64,2166.0,24.0,1,1,0.353,4492.0,4463.0,1.475,1,0
37,5627.0,50.0,1,1,0.972,13029.0,12666.0,3.781,1,0
45,7010.0,11.0,0,1,0.415,15048.0,14703.0,4.822,1,1
27,9148.0,6.0,0,1,0.691,12449.0,12302.0,5.975,2,0
57,3505.0,21.0,1,1,0.496,7629.0,7596.0,2.441,1,0
52,4709.0,24.0,1,1,0.616,15412.0,14541.0,3.082,1,0
44,3671.0,1.0,1,1,0.705,8076.0,8148.0,2.464,2,0
41,3021.0,37.0,1,1,0.75,4526.0,4495.0,1.994,2,0
44,2626.0,13.0,1,1,0.16,10853.0,10545.0,1.805,1,0
30,5462.0,40.0,1,0,0.572,15833.0,15383.0,3.49,1,0
57,6270.0,2.0,0,1,0.561,4151.0,4165.0,4.122,1,0
50,3846.0,12.0,0,1,0.592,6885.0,6980.0,2.509,2,0
23,6316.0,18.0,0,1,0.348,9893.0,10014.0,4.186,1,1
37,13074.0,20.0,1,1,0.786,8501.0,8774.0,8.529,1,0
41,1679.0,50.0,0,0,0.496,6503.0,6640.0,1.101,1,0
51,3448.0,30.0,1,1,0.364,4677.0,4618.0,2.261,1,0
63,1535.0,9.0,1,1,0.505,8646.0,8789.0,1.007,1,0
37,4307.0,7.0,1,0,0.359,12341.0,12460.0,2.834,1,0
22,6635.0,23.0,1,1,0.708,14020.0,14752.0,4.603,1,0
49,7060.0,10.0,1,0,0.634,6209.0,5951.0,4.981,1,0
61,7961.0,44.0,1,1,0.685,13082.0,12554.0,5.608,1,0
38,9953.0,19.0,1,0,0.37,7020.0,7013.0,6.762,1,0
60,2759.0,15.0,1,1,0.371,9661.0,9748.0,1.883,1,0
28,5899.0,45.0,1,1,0.706,11368.0,11489.0,4.013,1,0
36,9452.0,28.0,1,1,0.553,14793.0,15022.0,6.166,1,0
29,6116.0,4.0,0,1,0.338,6803.0,6755.0,4.065,1,0
46,3109.0,14.0,1,1,0.77,5199.0,5072.0,2.058,2,0
57,2195.0,92.0,1,1,0.797,6218.0,6244.0,1.472,1,0
29,9905.0,2.0,1,1,0.542,9015.0,8820.0,6.64,1,0
26,9872.0,44.0,0,0,0.836,6075.0,6036.0,6.575,1,0
61,5755.0,39.0,1,1,0.612,4891.0,4756.0,3.881,1,0
28,12177.0,4.0,1,1,0.635,7466.0,7468.0,8.039,1,0
33,2155.0,23.0,1,1,0.31,7694.0,7778.0,1.415,1,0
44,4853.0,4.0,0,1,0.798,6027.0,6217.0,3.269,2,0
35,3792.0,10.0,1,1,0.716,6106.0,5889.0,2.547,1,0
29,10760.0,38.0,1,1,0.524,2733.0,2646.0,7.105,1,1
53,3897.0,31.0,1,1,0.33,10524.0,10879.0,2.606,1,0
48,1921.0,35.0,0,1,0.434,13215.0,13110.0,1.305,1,0
63,4101.0,3.0,1,1,0.758,8210.0,7883.0,2.896,1,0
38,5207.0,0.0,1,0,0.689,10427.0,10031.0,3.546,1,1
45,7060.0,3.0,0,1,0.79,6540.0,6614.0,4.751,1,0
51,6104.0,4.0,1,1,0.782,9733.0,9706.0,3.985,1,0
24,9000.0,62.0,1,1,0.614,8413.0,8327.0,6.162,1,0
24,4745.0,10.0,1,1,0.722,8083.0,8082.0,3.331,1,0
49,3108.0,31.0,0,1,0.738,6377.0,6427.0,2.048,2,0
39,13196.0,54.0,1,1,0.795,3192.0,3234.0,9.352,1,0
60,2471.0,32.0,0,0,0.244,8481.0,8086.0,1.682,1,0
41,3100.0,18.0,1,1,0.465,9076.0,8900.0,1.98,1,0
55,13290.0,14.0,0,1,0.807,6424.0,6933.0,8.856,1,0
35,2739.0,29.0,0,0,0.305,5449.0,5509.0,1.76,2,0
44,3289.0,7.0,1,1,0.698,10750.0,10911.0,2.258,1,0
32,5255.0,8.0,0,1,0.176,5646.0,5650.0,3.526,2,0
60,7738.0,6.0,0,1,0.305,12793.0,12858.0,5.17,1,0
29,4307.0,33.0,0,1,0.846,8117.0,8037.0,2.778,1,0
31,10544.0,99.0,1,1,0.529,7474.0,7500.0,7.003,2,0
48,8169.0,28.0,1,1,0.416,6529.0,6525.0,5.432,1,0
29,5413.0,19.0,1,1,0.47,10039.0,9810.0,3.828,2,0
38,11456.0,11.0,1,0,0.391,5705.0,5802.0,7.907,2,0
50,8130.0,12.0,1,1,1.0,7625.0,7723.0,5.239,2,0
59,1942.0,4.0,0,1,0.401,6232.0,6435.0,1.344,1,1
36,8952.0,45.0,1,0,0.757,5963.0,5978.0,5.868,1,0
28,6764.0,80.0,0,0,0.508,11087.0,10739.0,4.38,1,0
28,2489.0,53.0,0,0,0.688,5347.0,5530.0,1.64,1,0
32,9507.0,12.0,1,1,0.788,15787.0,16162.0,6.508,1,0
62,2404.0,8.0,1,0,0.516,8324.0,8360.0,1.612,1,0
27,8181.0,24.0,0,1,0.359,5795.0,5886.0,5.375,1,0
64,8053.0,1.0,0,1,0.58,12773.0,13160.0,5.344,1,0
51,3752.0,14.0,1,0,0.701,7974.0,7391.0,2.423,2,0
22,5617.0,54.0,1,0,0.837,7190.0,7323.0,3.83,1,0
40,4111.0,24.0,1,1,0.384,11703.0,11226.0,2.774,1,0
20,7566.0,71.0,0,0,0.465,5245.0,5519.0,4.939,1,0
29,7464.0,2.0,0,0,0.633,5534.0,5668.0,4.999,1,0
36,8387.0,43.0,0,0,0.357,20620.0,20284.0,5.406,1,0
55,7645.0,41.0,1,1,0.954,4631.0,4917.0,5.112,1,0
57,2118.0,38.0,1,1,0.6,15445.0,14851.0,1.351,1,0
60,5856.0,16.0,1,1,0.466,5093.0,4802.0,3.846,1,0
40,4995.0,3.0,1,1,0.376,7345.0,7512.0,3.299,2,0
48,4906.0,89.0,0,0,0.749,11068.0,11089.0,3.242,1,1
50,9207.0,11.0,1,1,0.882,8250.0,8203.0,6.167,2,0
47,7104.0,36.0,0,1,0.589,5522.0,5481.0,4.56,2,0
57,6922.0,2.0,1,1,0.985,7452.0,7833.0,4.791,1,0
50,6399.0,27.0,1,1,0.558,5124.0,5265.0,4.221,1,0
43,5354.0,3.0,1,1,0.595,19551.0,19740.0,3.444,2,0
23,8820.0,40.0,0,1,0.624,7025.0,6849.0,5.752,1,0
60,3338.0,5.0,0,1,0.664,7427.0,7527.0,2.27,2,0
45,4168.0,6.0,1,0,0.721,5994.0,6091.0,2.747,1,0
42,8916.0,36.0,1,1,0.514,8052.0,7828.0,5.985,1,1
27,3983.0,2.0,1,1,0.473,9280.0,9315.0,2.782,1,0
44,3821.0,7.0,1,0,1.0,12940.0,12654.0,2.459,1,0
44,5004.0,8.0,0,1,0.616,13577.0,13716.0,3.486,1,0
62,4123.0,24.0,1,0,0.553,1472.0,1470.0,2.702,1,0
46,9183.0,42.0,1,1,0.445,4795.0,4660.0,6.035,1,0
34,7204.0,2.0,1,1,0.701,10151.0,10216.0,4.803,1,0
22,3806.0,34.0,1,1,0.717,14156.0,14292.0,2.546,1,0
41,4019.0,30.0,1,1,0.456,2868.0,2823.0,2.694,1,0
52,11753.0,1.0,0,1,0.309,12835.0,13368.0,7.96,1,0
38,8792.0,72.0,1,1,0.784,7372.0,7591.0,5.594,2,0
28,3388.0,22.0,1,0,0.836,7440.0,7528.0,2.298,1,0
57,5039.0,57.0,1,1,0.89,5220.0,5166.0,3.4,1,0
36,2795.0,29.0,1,1,0.798,10122.0,9613.0,1.895,1,0
45,1941.0,4.0,0,0,1.0,11386.0,11625.0,1.298,1,0
58,11194.0,3.0,1,1,0.568,9777.0,9654.0,7.579,1,0
27,3067.0,5.0,0,0,0.813,8284.0,8163.0,2.079,1,0
34,6717.0,42.0,1,1,0.573,9698.0,9133.0,4.551,1,0
43,2435.0,1.0,0,1,0.792,5085.0,5352.0,1.685,1,0
44,4700.0,12.0,1,1,0.78,9828.0,9927.0,3.086,1,0
53,6033.0,30.0,1,1,0.673,8526.0,8459.0,4.064,1,1
33,5554.0,48.0,1,1,0.601,9729.0,9930.0,3.584,1,0
37,2696.0,64.0,1,1,0.462,8632.0,8497.0,1.916,1,0
62,7559.0,14.0,0,1,0.898,7798.0,7823.0,5.155,1,0
58,12498.0,3.0,1,1,0.978,3927.0,3972.0,8.196,1,0
63,7394.0,4.0,1,1,0.604,8671.0,8677.0,4.986,1,1
32,12029.0,30.0,1,1,0.57,9753.0,9440.0,8.002,1,0
36,5243.0,20.0,1,0,0.55,6391.0,6366.0,3.579,1,0
59,4524.0,9.0,1,1,0.917,6562.0,6221.0,2.983,1,0
56,5384.0,62.0,1,1,0.552,9249.0,9338.0,3.392,1,0
51,3761.0,3.0,1,0,0.779,13816.0,13569.0,2.434,1,0
35,9666.0,5.0,0,1,0.44,10288.0,9484.0,6.585,2,0
61,7361.0,10.0,1,0,0.592,7321.0,7728.0,4.845,1,0
47,5787.0,14.0,1,1,0.435,11842.0,12398.0,3.865,1,0
40,4354.0,12.0,1,1,0.541,11651.0,11354.0,2.888,1,0
25,1368.0,4.0,1,1,0.866,10424.0,10698.0,0.933,2,0
24,3528.0,51.0,1,1,0.788,6438.0,6497.0,2.37,1,0
33,5872.0,37.0,1,1,0.89,6553.0,6317.0,3.932,1,0
49,6392.0,10.0,1,1,0.884,1298.0,1328.0,4.35,2,0
62,4254.0,9.0,0,1,0.351,7262.0,7371.0,2.892,1,0
52,9493.0,5.0,1,0,0.649,5968.0,5879.0,5.919,1,0
34,9861.0,126.0,1,0,0.61,3616.0,3560.0,6.419,1,0
46,8681.0,66.0,1,1,0.339,8141.0,8511.0,5.606,2,0
56,2785.0,2.0,1,0,0.4,3634.0,3571.0,1.846,1,0
20,2672.0,11.0,0,0,0.877,7943.0,7629.0,1.728,1,0
55,4815.0,7.0,1,1,0.531,14642.0,14748.0,3.194,1,0
64,5804.0,37.0,1,1,0.639,4117.0,4083.0,3.915,2,0
58,6739.0,1.0,1,1,0.622,7323.0,7072.0,4.362,1,0
32,5969.0,3.0,0,1,0.703,5947.0,6213.0,3.987,1,0
58,16063.0,7.0,0,0,0.256,8501.0,8546.0,10.75,1,0
44,9824.0,24.0,1,1,0.415,11578.0,11647.0,6.414,2,0
55,9137.0,20.0,0,1,0.48,7692.0,7553.0,6.027,1,0
58,8087.0,19.0,0,1,0.3,8226.0,8299.0,5.121,1,0
50,6193.0,6.0,1,1,0.517,9263.0,9097.0,4.156,1,0
34,8333.0,16.0,1,0,0.918,13922.0,14616.0,5.679,2,0
43,4782.0,91.0,1,0,0.509,6819.0,7057.0,3.157,1,0
41,6070.0,9.0,0,1,0.414,7873.0,7988.0,3.863,1,0
51,3932.0,73.0,1,1,0.418,9948.0,10500.0,2.647,1,0
33,3959.0,4.0,1,0,0.864,17647.0,17474.0,2.663,1,0
22,3224.0,2.0,0,1,0.699,7223.0,7137.0,2.159,1,0
27,7167.0,2.0,0,1,0.399,3266.0,3373.0,4.825,1,0
56,5389.0,35.0,1,1,0.39,13857.0,13638.0,3.699,1,0
25,2909.0,2.0,1,1,0.508,10835.0,11229.0,1.985,1,0
20,6532.0,20.0,0,0,0.594,15073.0,15933.0,4.352,2,0
44,6572.0,20.0,1,1,0.497,7760.0,7639.0,4.361,2,0
64,1746.0,20.0,1,1,0.693,8833.0,8744.0,1.178,1,0
23,2868.0,44.0,1,1,0.631,5348.0,5187.0,1.815,1,0
39,5971.0,1.0,0,1,0.61,5123.0,5332.0,4.068,1,0
47,7366.0,8.0,0,0,0.55,6918.0,6936.0,5.114,2,0
63,2688.0,23.0,1,1,0.517,11387.0,10719.0,1.832,1,0
50,3153.0,21.0,1,0,0.611,4734.0,4538.0,2.143,1,0
52,3007.0,39.0,0,1,0.457,7197.0,7438.0,2.117,1,0
32,7003.0,17.0,0,1,0.78,10208.0,10307.0,4.557,1,0
40,4458.0,5.0,1,1,0.426,14467.0,14403.0,2.926,1,0
31,3331.0,4.0,1,0,0.661,11119.0,10744.0,2.244,2,0
39,6456.0,68.0,1,1,0.359,19251.0,20213.0,4.43,1,0
54,7678.0,66.0,1,0,0.448,12009.0,11713.0,5.275,1,0
48,2450.0,7.0,1,1,0.294,10198.0,9901.0,1.609,1,0
28,6106.0,49.0,0,1,0.298,6334.0,6074.0,4.088,1,1
23,3735.0,5.0,1,1,0.761,3181.0,3090.0,2.473,2,0
25,2257.0,1.0,1,0,0.758,7798.0,7832.0,1.542,2,0
49,5148.0,5.0,0,1,0.701,9471.0,9367.0,3.449,1,0
28,10984.0,59.0,0,1,0.702,3613.0,3622.0,7.668,2,0
64,2437.0,13.0,0,0,0.42,15315.0,15066.0,1.73,2,0
41,6704.0,4.0,1,0,0.365,12077.0,12283.0,4.706,2,0
54,9188.0,57.0,0,1,0.637,14346.0,14638.0,6.227,2,0
22,5386.0,2.0,0,1,0.566,7869.0,7965.0,3.726,1,0
64,5011.0,91.0,1,0,0.54,8255.0,8163.0,3.343,1,0
27,1602.0,22.0,1,1,0.716,10511.0,10582.0,1.076,1,0
25,5417.0,8.0,0,0,0.856,10954.0,10801.0,3.517,2,0
27,6929.0,31.0,0,1,0.457,9310.0,10059.0,4.839,1,0
38,8389.0,7.0,0,1,0.179,8899.0,8880.0,5.594,1,0
25,13595.0,19.0,0,1,0.3,15236.0,14696.0,9.007,1,1
55,6813.0,4.0,1,1,1.0,11374.0,11512.0,4.516,1,0
43,4794.0,50.0,0,0,0.676,13686.0,13647.0,3.069,2,0
20,5461.0,48.0,0,1,0.638,12022.0,12823.0,3.595,1,0
60,3863.0,2.0,1,1,0.151,18189.0,18158.0,2.501,1,1
53,4504.0,50.0,0,1,0.6,5110.0,5218.0,2.892,1,0
34,5239.0,7.0,1,1,0.928,7274.0,7449.0,3.324,1,0
51,7028.0,14.0,1,1,0.262,5705.0,5904.0,4.73,1,0
33,14693.0,8.0,1,1,0.42,5789.0,5786.0,9.66,1,0
39,11960.0,53.0,0,1,0.736,5220.0,5401.0,7.78,2,0
59,6686.0,6.0,0,1,0.586,5851.0,5934.0,4.32,2,0
37,3310.0,46.0,0,0,0.441,6956.0,6584.0,2.36,1,0
21,5193.0,20.0,1,0,0.688,7698.0,7629.0,3.489,1,0
48,7535.0,26.0,0,1,0.438,11451.0,11702.0,5.041,1,0
26,7874.0,1.0,1,1,0.419,12936.0,12434.0,5.156,1,0
25,5077.0,2.0,0,1,0.27,15028.0,14655.0,3.308,1,0
35,6879.0,48.0,0,1,0.623,9963.0,10190.0,4.612,1,0
64,2502.0,8.0,1,1,0.76,8234.0,8801.0,1.68,1,0
37,13472.0,17.0,1,1,0.477,9679.0,9700.0,9.046,1,0
54,5157.0,19.0,1,1,0.66,8725.0,8627.0,3.326,1,0
60,10907.0,14.0,1,0,0.812,7552.0,7080.0,7.337,2,0
37,3467.0,44.0,1,0,0.672,10433.0,10757.0,2.37,1,0
61,7833.0,16.0,1,1,0.958,3329.0,3257.0,5.251,1,0
52,2627.0,13.0,1,0,0.369,10200.0,10638.0,1.689,2,0
50,5829.0,92.0,0,1,0.614,9583.0,9252.0,4.054,1,0
21,2414.0,63.0,0,1,0.699,6230.0,6139.0,1.659,2,0
37,4711.0,0.0,1,1,0.649,4047.0,4145.0,3.249,1,1
64,3361.0,110.0,1,1,0.425,12542.0,12823.0,2.276,2,0
22,7060.0,0.0,1,1,0.719,10721.0,11181.0,4.602,1,0
56,5132.0,16.0,0,1,0.742,13199.0,13414.0,3.313,1,0
26,12073.0,23.0,1,1,0.347,15268.0,15506.0,8.029,1,0
20,14903.0,5.0,0,1,0.569,7159.0,7427.0,10.203,1,0
42,6731.0,3.0,0,1,0.327,9822.0,10262.0,4.419,1,1
53,6607.0,18.0,1,0,0.785,12259.0,12750.0,4.396,1,0
34,6613.0,42.0,0,1,0.634,16324.0,16428.0,4.483,2,0
39,12364.0,6.0,1,1,0.885,16268.0,16933.0,8.49,1,0
21,6717.0,7.0,0,1,0.304,10800.0,10763.0,4.392,2,0
39,3646.0,18.0,1,1,0.235,3014.0,2990.0,2.421,1,0
35,9576.0,45.0,0,1,0.645,10809.0,10532.0,6.294,1,0
47,6194.0,19.0,1,0,0.857,9199.0,8968.0,4.222,2,0
54,5277.0,10.0,1,1,0.625,6147.0,5909.0,3.543,2,0
38,11792.0,2.0,0,1,0.686,14543.0,14010.0,7.776,1,0
37,11743.0,69.0,1,1,0.719,9081.0,8632.0,7.639,1,0
64,1515.0,8.0,1,0,0.526,8717.0,8501.0,0.991,1,0
33,6368.0,2.0,1,1,0.708,5924.0,6083.0,4.289,1,0
57,9361.0,10.0,0,1,0.537,3850.0,3982.0,6.495,2,0
48,8848.0,5.0,1,1,0.556,4195.0,4047.0,5.846,1,0
54,4881.0,60.0,0,1,0.437,15462.0,15422.0,3.293,1,0
59,10089.0,0.0,0,1,0.521,3739.0,3659.0,6.594,1,0
46,4326.0,57.0,1,0,0.664,12060.0,12004.0,2.826,1,0
50,3848.0,18.0,1,1,0.581,6521.0,6577.0,2.558,1,0
52,2673.0,1.0,1,1,0.743,5312.0,5107.0,1.799,2,0
61,3399.0,9.0,0,1,0.658,17379.0,17747.0,2.264,1,0
63,4350.0,27.0,1,0,0.833,12725.0,12500.0,2.869,2,0
52,7036.0,4.0,0,0,0.68,16954.0,17308.0,4.755,1,0
35,8604.0,11.0,1,0,0.614,12670.0,13213.0,5.695,1,0
36,3197.0,15.0,1,0,0.574,5167.0,5141.0,2.084,1,0
36,1735.0,33.0,1,0,0.84,1563.0,1566.0,1.143,1,0
23,5891.0,5.0,0,0,0.58,9130.0,8690.0,4.237,1,0
41,7745.0,18.0,1,1,0.466,14261.0,14168.0,5.467,1,0
63,5717.0,3.0,0,1,0.609,12237.0,12534.0,3.949,1,0
34,3619.0,26.0,1,1,0.87,6205.0,6076.0,2.408,1,0
49,5443.0,81.0,1,0,0.541,6773.0,6583.0,3.685,1,0
51,6025.0,12.0,0,1,0.345,9106.0,9033.0,4.126,1,1
61,12364.0,57.0,1,1,0.501,13234.0,13739.0,8.148,2,0
29,10397.0,32.0,0,1,0.872,16063.0,16397.0,7.178,1,0
24,8296.0,2.0,0,1,0.827,5272.0,5338.0,5.893,1,0
58,3650.0,50.0,1,0,0.701,5166.0,5265.0,2.469,2,0
41,10340.0,54.0,0,1,0.443,8985.0,9134.0,6.912,1,0
40,7376.0,43.0,1,1,0.478,7183.0,7094.0,4.902,1,0
47,7930.0,17.0,1,0,0.529,13464.0,13561.0,5.155,2,0
49,4387.0,3.0,1,1,0.825,10067.0,10742.0,3.019,1,0
46,4840.0,3.0,1,1,1.0,6912.0,7163.0,3.173,1,1
32,3758.0,23.0,1,1,0.136,9326.0,9096.0,2.545,1,0
56,3074.0,20.0,1,0,0.59,8594.0,8689.0,2.092,1,1
32,4751.0,5.0,0,0,0.719,16223.0,16313.0,3.218,2,0
24,8891.0,4.0,1,1,0.525,5132.0,5059.0,6.108,1,0
44,11027.0,3.0,1,1,0.754,8600.0,7930.0,7.633,1,0
52,3786.0,14.0,1,0,0.774,8067.0,8076.0,2.523,1,0
55,2726.0,22.0,1,1,0.643,18463.0,17803.0,1.802,1,0
34,2385.0,17.0,1,1,0.439,5804.0,5791.0,1.628,1,0
44,4292.0,13.0,1,1,0.932,5953.0,6093.0,2.872,2,0
24,12616.0,1.0,1,0,0.419,9954.0,9804.0,8.433,1,1
43,5638.0,56.0,0,1,0.701,7967.0,8215.0,3.592,1,0
63,7092.0,71.0,1,0,0.911,4901.0,4872.0,4.447,2,0
53,10387.0,22.0,1,1,0.584,3514.0,3501.0,7.038,2,0
37,8733.0,7.0,1,0,0.63,12248.0,11644.0,5.771,1,0
41,3581.0,82.0,0,1,0.347,6046.0,5766.0,2.472,1,0
33,5316.0,2.0,0,1,0.645,11341.0,11385.0,3.634,1,0
43,5037.0,6.0,1,0,0.327,4754.0,4628.0,3.323,1,1
41,2893.0,8.0,1,1,0.63,3169.0,3233.0,1.977,1,0
39,4616.0,1.0,1,0,0.661,3911.0,3839.0,3.144,1,0
34,4909.0,22.0,0,1,0.93,8917.0,8908.0,3.349,1,0
44,6670.0,13.0,1,1,0.809,5512.0,5579.0,4.469,2,1
40,3944.0,41.0,1,1,0.359,5083.0,5046.0,2.508,2,0
29,913.0,67.0,0,0,0.728,6769.0,6833.0,0.591,1,0
57,6584.0,4.0,1,1,0.743,4213.0,4060.0,4.408,1,0
32,10140.0,43.0,1,1,0.756,7736.0,7750.0,6.851,1,1
36,7882.0,24.0,1,1,0.863,6463.0,6344.0,5.155,1,0
49,5870.0,24.0,1,1,0.605,8730.0,8832.0,3.959,1,0
58,9334.0,10.0,1,0,0.742,13361.0,13197.0,6.509,1,0
24,7317.0,17.0,1,1,0.704,5904.0,5949.0,4.967,2,0
47,8747.0,22.0,0,0,0.423,6319.0,6451.0,6.282,1,1
60,5707.0,14.0,1,1,0.375,7539.0,7645.0,3.701,1,0
31,8271.0,38.0,1,1,0.872,17006.0,16954.0,5.691,1,0
55,4167.0,23.0,1,1,0.242,5814.0,5933.0,2.823,1,1
59,7179.0,10.0,0,1,0.636,6826.0,6510.0,4.932,1,0
22,11404.0,39.0,0,1,0.546,6382.0,6337.0,7.32,1,1
28,8504.0,7.0,0,1,0.542,5023.0,4749.0,5.337,1,0
34,3879.0,15.0,1,1,0.467,3861.0,3848.0,2.603,1,0
22,6896.0,19.0,1,1,0.733,8378.0,7921.0,4.412,1,0
20,11645.0,24.0,1,0,0.717,8612.0,8457.0,7.408,1,0
46,5572.0,33.0,1,1,0.451,7639.0,7812.0,3.708,1,0
57,5751.0,2.0,0,0,0.766,3802.0,3595.0,3.806,1,0
26,3748.0,2.0,1,1,0.49,4516.0,4487.0,2.427,2,0
24,5541.0,24.0,1,1,0.287,9097.0,8766.0,3.59,1,0
27,10518.0,40.0,1,1,0.629,5294.0,5220.0,6.584,1,0
42,3414.0,26.0,0,1,0.232,8132.0,7828.0,2.327,1,0
46,4253.0,14.0,0,1,0.694,14798.0,14842.0,2.75,1,0
25,2103.0,2.0,0,0,0.95,6730.0,7021.0,1.442,2,0
37,6541.0,29.0,1,0,0.758,8387.0,8627.0,4.419,1,0
56,11867.0,6.0,1,1,0.555,8839.0,8959.0,8.307,1,0
63,4474.0,51.0,0,1,0.712,6839.0,6930.0,3.028,1,0
31,8640.0,7.0,1,0,0.726,4858.0,4780.0,5.684,1,0
54,5489.0,35.0,1,1,0.675,14825.0,15386.0,3.686,1,0
45,7062.0,67.0,0,0,0.882,6324.0,6242.0,4.742,2,0
31,10559.0,127.0,0,1,0.437,7320.0,7346.0,7.015,1,0
49,4883.0,7.0,1,0,0.633,5962.0,5972.0,3.362,1,0
59,7321.0,40.0,0,1,0.646,10231.0,10147.0,4.694,1,0
31,8048.0,9.0,1,1,0.758,8560.0,8796.0,5.161,1,1
51,2287.0,29.0,0,0,0.228,3435.0,3219.0,1.558,1,0
52,6187.0,13.0,1,1,0.602,6114.0,6015.0,4.32,1,0
51,4267.0,12.0,1,1,0.44,14900.0,14344.0,2.922,1,0
59,6430.0,18.0,1,1,0.724,6539.0,6158.0,4.366,1,0
53,6438.0,78.0,1,0,0.861,8408.0,8702.0,4.336,2,0
21,1865.0,7.0,0,1,0.436,12269.0,11892.0,1.213,1,1
41,6103.0,2.0,1,1,0.497,11817.0,11581.0,3.85,1,1
51,5603.0,13.0,1,0,0.714,18092.0,18672.0,3.764,1,0
38,3801.0,2.0,0,0,0.801,14085.0,14054.0,2.468,1,1
58,5285.0,23.0,1,1,1.0,11961.0,11286.0,3.521,1,0
25,5600.0,13.0,0,1,0.24,11764.0,11940.0,3.724,1,0
32,2635.0,68.0,0,0,0.818,10612.0,10407.0,1.89,1,0
21,3897.0,13.0,1,1,0.759,16433.0,16596.0,2.637,1,0
47,2834.0,17.0,1,0,0.44,11065.0,10639.0,1.896,1,0
38,3266.0,4.0,1,1,0.419,7701.0,7913.0,2.182,2,0
33,4670.0,17.0,0,1,0.32,8430.0,8244.0,3.174,2,0
27,4441.0,31.0,1,0,0.68,8079.0,7941.0,2.922,1,0
64,10720.0,21.0,0,1,0.727,7199.0,7000.0,7.101,1,0
44,6468.0,21.0,1,0,0.586,2652.0,2701.0,4.284,1,0
33,2156.0,2.0,1,1,0.791,4252.0,4155.0,1.487,1,0
32,5952.0,4.0,1,1,0.455,8501.0,8242.0,4.088,2,0
29,3467.0,76.0,1,0,0.645,11788.0,11834.0,2.355,2,0
35,9281.0,3.0,1,1,0.768,8136.0,7890.0,6.223,1,0
45,5528.0,49.0,0,1,0.257,7263.0,6501.0,3.545,2,0
45,2565.0,26.0,1,1,0.25,12550.0,12085.0,1.731,2,0
57,10090.0,1.0,0,1,0.576,5834.0,5908.0,6.382,1,0
32,3621.0,108.0,1,0,0.66,4083.0,4214.0,2.334,1,1
58,5924.0,8.0,1,1,0.763,7017.0,6851.0,3.923,1,0
60,4125.0,32.0,1,1,0.525,7590.0,7670.0,2.652,1,1
22,7114.0,4.0,1,1,0.621,16150.0,16085.0,4.639,1,1
28,4001.0,50.0,1,1,0.591,7974.0,7726.0,2.663,1,0
63,8284.0,26.0,1,1,0.448,17330.0,17881.0,5.398,2,1
34,6780.0,19.0,1,0,0.403,7057.0,6950.0,4.523,1,0
33,9574.0,3.0,1,1,0.532,13257.0,13556.0,6.219,2,0
58,8829.0,19.0,0,1,0.507,13133.0,13387.0,6.277,2,0
55,4131.0,156.0,1,0,0.657,7055.0,6746.0,2.654,1,0
35,8863.0,25.0,0,1,0.56,9638.0,9995.0,5.986,1,0
40,4245.0,14.0,0,1,0.534,8907.0,8943.0,3.002,1,0
56,4360.0,0.0,0,1,0.467,5953.0,5728.0,2.866,2,0
61,12576.0,28.0,1,1,0.953,6611.0,6732.0,8.653,1,0
23,8654.0,10.0,1,1,0.27,13232.0,14310.0,5.785,1,1
27,2125.0,9.0,0,1,0.405,12355.0,11989.0,1.421,1,1
44,8285.0,4.0,1,0,0.594,15729.0,15389.0,5.712,1,0
27,4493.0,17.0,1,1,0.929,13846.0,13574.0,2.988,1,0
23,3014.0,14.0,1,0,0.796,9389.0,9097.0,1.974,1,0
32,4681.0,22.0,1,1,0.686,8877.0,9446.0,3.324,1,0
22,4995.0,19.0,0,1,0.821,13786.0,14319.0,3.269,1,0
45,5884.0,1.0,1,1,0.328,6357.0,6271.0,3.833,1,1
54,7792.0,9.0,0,0,0.773,6487.0,6573.0,5.363,1,0
62,12031.0,0.0,1,0,0.836,11064.0,10739.0,7.545,1,0
64,5769.0,19.0,1,1,0.605,15744.0,15517.0,3.782,1,0
24,5299.0,12.0,0,1,0.701,8287.0,8337.0,3.532,2,0
45,6544.0,20.0,0,0,0.404,11789.0,11771.0,4.34,1,1
53,1702.0,27.0,1,1,0.623,7459.0,7201.0,1.144,2,0
27,6392.0,47.0,0,0,0.417,16527.0,16174.0,4.292,2,0
25,4745.0,23.0,1,0,0.576,8772.0,8674.0,3.253,1,1
55,2090.0,13.0,1,0,0.615,17238.0,17756.0,1.473,1,0
40,8618.0,10.0,1,1,0.566,3821.0,3711.0,5.817,1,0
26,5517.0,141.0,0,1,0.791,13533.0,13445.0,3.568,1,0
